"date","book_title","author","publisher","category","this_week_position","last_week_position","total_weeks","full_text"
2025-01-05,"JAMES","Percival Everett","Doubleday.","Fiction",1,1,25,"1       JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of               1            25 Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-01-05,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",2,3,46,"2       THE WOMEN, by Kristin Hannah. (St. Martin's.) In 1965, a nursing student follows       3            46 her brother to serve during the Vietnam War and returns to a divided America."
2025-01-05,"WIND AND TRUTH","Brandon Sanderson","Tor.","Fiction",3,2,3,"3       WIND AND TRUTH, by Brandon Sanderson. (Tor.) The fifth book in the Stormlight          2            3 Archive series. The fate of the Cosmere is imperiled as the fighting and chaos reach an apex."
2025-01-05,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",4,5,23,"4       THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl               5            23 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-01-05,"COUNTING MIRACLES","Nicholas Sparks","Random House.","Fiction",5,7,13,"5       COUNTING MIRACLES, by Nicholas Sparks. (Random House.) A man in search                 7            13 of the father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer."
2025-01-05,"THE HOUSE OF CROSS","James Patterson","Little, Brown.","Fiction",6,4,4,"6       THE HOUSE OF CROSS, by James Patterson. (Little, Brown.) The 33rd book in              4            4 the Alex Cross series. Three candidates to the Supreme Court are violently attacked."
2025-01-05,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",7,8,59,"7       IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the                     8            59 Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-01-05,"SMALL THINGS LIKE THESE","Claire Keegan","Grove.","Fiction",8,6,4,"8       SMALL THINGS LIKE THESE, by Claire Keegan. (Grove.) A coal merchant                    6            4 discovers something that causes turmoil in a small Irish town controlled by the church in 1985; the basis of the film."
2025-01-05,"WICKED","Gregory Maguire","Morrow.","Fiction",9,9,4,"9       WICKED, by Gregory Maguire. (Morrow.) A misunderstood girl named Elphaba is            9            4 declared a witch; the basis of the musical and the film. (Collector's edition.)"
2025-01-05,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",10,14,8,"10       THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her               14           8 luck forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-01-05,"INTERMEZZO","Sally Rooney","Farrar, Straus and Giroux.","Fiction",11,15,11,"11       INTERMEZZO, by Sally Rooney. (Farrar, Straus and Giroux.) After the passing of         15           11 their father, seemingly different brothers engage in relationships and seek ways to cope."
2025-01-05,"TO DIE FOR","David Baldacci","Grand Central.","Fiction",12,10,6,"12       TO DIE FOR, by David Baldacci. (Grand Central.) The third book in the 6:20 Man         10           6 series. Devine digs into the deaths of an orphan’s parents and uncovers a large conspiracy."
2025-01-05,"NOW OR NEVER","Janet Evanovich","Atria.","Fiction",13,11,5,"13       NOW OR NEVER, by Janet Evanovich. (Atria.) The 31st book in the Stephanie              11           5 Plum series. Caught between two fiancés and not knowing what to do, Plum gets back to business as a bounty hunter."
2025-01-05,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",14,NA,76,"14       FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by             --           76 the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-01-05,"REMARKABLY BRIGHT CREATURES","Shelby Van Pelt","Ecco.","Fiction",15,NA,57,"15       REMARKABLY BRIGHT CREATURES, by Shelby Van Pelt. (Ecco.) A widow                       --           57 working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there. Hawes Publications                                                                                      www.hawes.com"
2025-01-05,"MELANIA","Melania Trump","Skyhorse.","Nonfiction",1,1,11,"1      MELANIA, by Melania Trump. (Skyhorse.) The former and future first lady describes       1        11 her work as a fashion model, marriage to Donald Trump and time in the White House."
2025-01-05,"FRAMED","John Grisham and Jim McCloskey","Doubleday.","Nonfiction",2,4,10,"2      FRAMED, by John Grisham and Jim McCloskey. (Doubleday.) Our criminal justice            4        10 system viewed through the struggles of 10 wrongfully convicted people to achieve exoneration."
2025-01-05,"BE READY WHEN THE LUCK HAPPENS","Ina Garten","Crown.","Nonfiction",3,3,12,"3      BE READY WHEN THE LUCK HAPPENS, by Ina Garten. (Crown.) A memoir by the                 3        12 cookbook author and Food Network host known as the Barefoot Contessa."
2025-01-05,"CHER: THE MEMOIR, PART ONE","Cher","Dey Street.","Nonfiction",4,2,5,"4      CHER: THE MEMOIR, PART ONE, by Cher. (Dey Street.) In the first part of her             2        5 memoir, the multiple award-winning pop culture icon traces her childhood and forays into the world of entertainment."
2025-01-05,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",5,5,39,"5      THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author of              5        39 “The Coddling of the American Mind” looks at the mental health impacts that a phone- based life has on children."
2025-01-05,"THE DEMON OF UNREST","Erik Larson","Crown.","Nonfiction",6,8,25,"6      THE DEMON OF UNREST, by Erik Larson. (Crown.) The author of “The Splendid and           8        25 the Vile” portrays the months between the election of Abraham Lincoln and the beginning of the Civil War."
2025-01-05,"THE SERVICEBERRY","Robin Wall Kimmerer","Scribner.","Nonfiction",7,6,5,"7      THE SERVICEBERRY, by Robin Wall Kimmerer. (Scribner.) The author of “Braiding           6        5 Sweetgrass” illuminates how the gift economy in the natural world works and draws lessons for our economy; with illustrations by John Burgoyne."
2025-01-05,"REVENGE OF THE TIPPING POINT","Malcolm Gladwell","Little, Brown.","Nonfiction",8,9,12,"8      REVENGE OF THE TIPPING POINT, by Malcolm Gladwell. (Little, Brown.) Through a           9        12 series of stories, Gladwell explicates the causes of various kinds of epidemics."
2025-01-05,"CONFRONTING THE PRESIDENTS","Bill O'Reilly and Martin Dugard","St. Martin's.","Nonfiction",9,7,15,"9      CONFRONTING THE PRESIDENTS, by Bill O'Reilly and Martin Dugard. (St.                    7        15 Martin's.) The conservative commentator evaluates the legacies of American presidents."
2025-01-05,"THE SMALL AND THE MIGHTY","Sharon McMahon","Thesis.","Nonfiction",10,15,8,"10      THE SMALL AND THE MIGHTY, by Sharon McMahon. (Thesis.) A former high school             15       8 government and law teacher profiles lesser-known Americans who made an impact."
2025-01-05,"FROM HERE TO THE GREAT UNKNOWN","Lisa Marie Presley and Riley Keough","Random House.","Nonfiction",11,10,11,"11      FROM HERE TO THE GREAT UNKNOWN, by Lisa Marie Presley and Riley Keough.                 10       11 (Random House.) Presley’s memoir, completed by her daughter, explores her relationships and challenges."
2025-01-05,"THE WAGER","David Grann","Doubleday.","Nonfiction",12,11,69,"12      THE WAGER, by David Grann. (Doubleday.) The survivors of a shipwrecked British          11       69 vessel on a secret mission during an imperial war with Spain have different accounts of events."
2025-01-05,"WHAT I ATE IN ONE YEAR","Stanley Tucci","Gallery.","Nonfiction",13,NA,4,"13      WHAT I ATE IN ONE YEAR, by Stanley Tucci. (Gallery.) The actor and author of            --       4 “Taste” documents meals he had in a variety of settings and contexts."
2025-01-05,"BROTHERS","Alex Van Halen","Harper.","Nonfiction",14,13,8,"14      BROTHERS, by Alex Van Halen. (Harper.) The drummer of the iconic rock band Van          13       8 Halen shares stories about his partnership in life and music with his late brother Edward."
2025-01-05,"NEXUS","Yuval Noah Harari","Random House.","Nonfiction",15,14,9,"15      NEXUS, by Yuval Noah Harari. (Random House.) The author of “Sapiens” delves into        14       9 how societies and political systems have used information and gives a warning about artificial intelligence. Hawes Publications                                                                                 www.hawes.com"
2025-01-12,"JAMES","Percival Everett","Doubleday.","Fiction",1,1,26,"1       JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of               1            26 Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-01-12,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",2,2,47,"2       THE WOMEN, by Kristin Hannah. (St. Martin's.) In 1965, a nursing student follows       2            47 her brother to serve during the Vietnam War and returns to a divided America."
2025-01-12,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",3,7,60,"3       IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the                     7            60 Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-01-12,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",4,4,24,"4       THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl               4            24 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-01-12,"WIND AND TRUTH","Brandon Sanderson","Tor.","Fiction",5,3,4,"5       WIND AND TRUTH, by Brandon Sanderson. (Tor.) The fifth book in the Stormlight          3            4 Archive series. The fate of the Cosmere is imperiled as the fighting and chaos reach an apex."
2025-01-12,"INTERMEZZO","Sally Rooney","Farrar, Straus and Giroux.","Fiction",6,11,12,"6       INTERMEZZO, by Sally Rooney. (Farrar, Straus and Giroux.) After the passing of         11           12 their father, seemingly different brothers engage in relationships and seek ways to cope."
2025-01-12,"COUNTING MIRACLES","Nicholas Sparks","Random House.","Fiction",7,5,14,"7       COUNTING MIRACLES, by Nicholas Sparks. (Random House.) A man in search                 5            14 of the father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer."
2025-01-12,"THE HOUSE OF CROSS","James Patterson","Little, Brown.","Fiction",8,6,5,"8       THE HOUSE OF CROSS, by James Patterson. (Little, Brown.) The 33rd book in              6            5 the Alex Cross series. Three candidates to the Supreme Court are violently attacked."
2025-01-12,"SMALL THINGS LIKE THESE","Claire Keegan","Grove.","Fiction",9,8,5,"9       SMALL THINGS LIKE THESE, by Claire Keegan. (Grove.) A coal merchant                    8            5 discovers something that causes turmoil in a small Irish town controlled by the church in 1985; the basis of the film."
2025-01-12,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",10,14,77,"10       FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by             14           77 the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-01-12,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",11,10,9,"11       THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her               10           9 luck forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-01-12,"TO DIE FOR","David Baldacci","Grand Central.","Fiction",12,12,7,"12       TO DIE FOR, by David Baldacci. (Grand Central.) The third book in the 6:20 Man         12           7 series. Devine digs into the deaths of an orphan’s parents and uncovers a large conspiracy."
2025-01-12,"NOW OR NEVER","Janet Evanovich","Atria.","Fiction",13,13,6,"13       NOW OR NEVER, by Janet Evanovich. (Atria.) The 31st book in the Stephanie              13           6 Plum series. Caught between two fiancés and not knowing what to do, Plum gets back to business as a bounty hunter."
2025-01-12,"YOU LIKE IT DARKER","Stephen King","Scribner.","Fiction",14,14,16,"14       YOU LIKE IT DARKER, by Stephen King. (Scribner.) A dozen short stories that            14           16 explore darkness in literal and metaphorical forms."
2025-01-12,"ALL FOURS","Miranda July","Riverhead.","Fiction",15,NA,2,"15       ALL FOURS, by Miranda July. (Riverhead.) A semi-famous artist leaves her family        --           2 behind to drive herself across country but takes a detour to a nondescript motel. Hawes Publications                                                                                      www.hawes.com"
2025-01-12,"CHER: THE MEMOIR, PART ONE","Cher","Dey Street.","Nonfiction",1,4,6,"1      CHER: THE MEMOIR, PART ONE, by Cher. (Dey Street.) In the first part of her             4        6 memoir, the multiple award-winning pop culture icon traces her childhood and forays into the world of entertainment."
2025-01-12,"FRAMED","John Grisham and Jim McCloskey","Doubleday.","Nonfiction",2,2,11,"2      FRAMED, by John Grisham and Jim McCloskey. (Doubleday.) Our criminal justice            2        11 system viewed through the struggles of 10 wrongfully convicted people to achieve exoneration."
2025-01-12,"BE READY WHEN THE LUCK HAPPENS","Ina Garten","Crown.","Nonfiction",3,3,13,"3      BE READY WHEN THE LUCK HAPPENS, by Ina Garten. (Crown.) A memoir by the                 3        13 cookbook author and Food Network host known as the Barefoot Contessa."
2025-01-12,"THE SERVICEBERRY","Robin Wall Kimmerer","Scribner.","Nonfiction",4,7,6,"4      THE SERVICEBERRY, by Robin Wall Kimmerer. (Scribner.) The author of “Braiding           7        6 Sweetgrass” illuminates how the gift economy in the natural world works and draws lessons for our economy; with illustrations by John Burgoyne."
2025-01-12,"MELANIA","Melania Trump","Skyhorse.","Nonfiction",5,1,12,"5      MELANIA, by Melania Trump. (Skyhorse.) The former and future first lady describes       1        12 her work as a fashion model, marriage to Donald Trump and time in the White House."
2025-01-12,"REVENGE OF THE TIPPING POINT","Malcolm Gladwell","Little, Brown.","Nonfiction",6,8,13,"6      REVENGE OF THE TIPPING POINT, by Malcolm Gladwell. (Little, Brown.) Through a           8        13 series of stories, Gladwell explicates the causes of various kinds of epidemics."
2025-01-12,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",7,5,40,"7      THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author of              5        40 “The Coddling of the American Mind” looks at the mental health impacts that a phone- based life has on children."
2025-01-12,"THE SMALL AND THE MIGHTY","Sharon McMahon","Thesis.","Nonfiction",8,10,9,"8      THE SMALL AND THE MIGHTY, by Sharon McMahon. (Thesis.) A former high school             10       9 government and law teacher profiles lesser-known Americans who made an impact."
2025-01-12,"FROM HERE TO THE GREAT UNKNOWN","Lisa Marie Presley and Riley Keough","Random House.","Nonfiction",9,11,12,"9      FROM HERE TO THE GREAT UNKNOWN, by Lisa Marie Presley and Riley Keough.                 11       12 (Random House.) Presley’s memoir, completed by her daughter, explores her relationships and challenges."
2025-01-12,"CONFRONTING THE PRESIDENTS","Bill O'Reilly and Martin Dugard","St. Martin's.","Nonfiction",10,9,16,"10      CONFRONTING THE PRESIDENTS, by Bill O'Reilly and Martin Dugard. (St.                    9        16 Martin's.) The conservative commentator evaluates the legacies of American presidents."
2025-01-12,"THE MESSAGE","Ta-Nehisi Coates","One World.","Nonfiction",11,NA,9,"11      THE MESSAGE, by Ta-Nehisi Coates. (One World.) The author of “Between the               --       9 World and Me” travels to three locations to uncover the dissonance between the realities on the ground and the narratives shaped about them."
2025-01-12,"THE DEMON OF UNREST","Erik Larson","Crown.","Nonfiction",12,6,26,"12      THE DEMON OF UNREST, by Erik Larson. (Crown.) The author of “The Splendid and           6        26 the Vile” portrays the months between the election of Abraham Lincoln and the beginning of the Civil War."
2025-01-12,"NEXUS","Yuval Noah Harari","Random House.","Nonfiction",13,15,10,"13      NEXUS, by Yuval Noah Harari. (Random House.) The author of “Sapiens” delves into        15       10 how societies and political systems have used information and gives a warning about artificial intelligence."
2025-01-12,"THE WAGER","David Grann","Doubleday.","Nonfiction",14,12,70,"14      THE WAGER, by David Grann. (Doubleday.) The survivors of a shipwrecked British          12       70 vessel on a secret mission during an imperial war with Spain have different accounts of events."
2025-01-12,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",15,NA,82,"15      OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific       --       82 research on aging and longevity. Hawes Publications                                                                                 www.hawes.com"
2025-01-19,"JAMES","Percival Everett","Doubleday.","Fiction",1,1,27,"1       JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of                 1        27 Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-01-19,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",2,3,61,"2       IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean              3        61 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-01-19,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",3,2,48,"3       THE WOMEN, by Kristin Hannah. (St. Martin's.) In 1965, a nursing student follows         2        48 her brother to serve during the Vietnam War and returns to a divided America."
2025-01-19,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",4,4,25,"4       THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl                 4        25 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-01-19,"INTERMEZZO","Sally Rooney","Farrar, Straus and Giroux.","Fiction",5,6,13,"5       INTERMEZZO, by Sally Rooney. (Farrar, Straus and Giroux.) After the passing of           6        13 their father, seemingly different brothers engage in relationships and seek ways to cope."
2025-01-19,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",6,11,10,"6       THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her                 11       10 luck forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-01-19,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",7,10,78,"7       FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by the           10       78 commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-01-19,"ALL THE COLORS OF THE DARK","Chris Whitaker","Crown.","Fiction",8,NA,18,"8       ALL THE COLORS OF THE DARK, by Chris Whitaker. (Crown.) Questions arise                  --       18 when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975."
2025-01-19,"WIND AND TRUTH","Brandon Sanderson","Tor.","Fiction",9,5,5,"9       WIND AND TRUTH, by Brandon Sanderson. (Tor.) The fifth book in the Stormlight            5        5 Archive series. The fate of the Cosmere is imperiled as the fighting and chaos reach an apex."
2025-01-19,"COUNTING MIRACLES","Nicholas Sparks","Random House.","Fiction",10,7,15,"10       COUNTING MIRACLES, by Nicholas Sparks. (Random House.) A man in search of                7        15 the father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer."
2025-01-19,"SMALL THINGS LIKE THESE","Claire Keegan","Grove.","Fiction",11,9,6,"11       SMALL THINGS LIKE THESE, by Claire Keegan. (Grove.) A coal merchant                      9        6 discovers something that causes turmoil in a small Irish town controlled by the church in 1985; the basis of the film."
2025-01-19,"ALL FOURS","Miranda July","Riverhead.","Fiction",12,15,3,"12       ALL FOURS, by Miranda July. (Riverhead.) A semi-famous artist leaves her family          15       3 behind to drive herself across country but takes a detour to a nondescript motel."
2025-01-19,"THE HOUSE OF CROSS","James Patterson","Little, Brown.","Fiction",13,8,6,"13       THE HOUSE OF CROSS, by James Patterson. (Little, Brown.) The 33rd book in the            8        6 Alex Cross series. Three candidates to the Supreme Court are violently attacked."
2025-01-19,"NOW OR NEVER","Janet Evanovich","Atria.","Fiction",14,13,7,"14       NOW OR NEVER, by Janet Evanovich. (Atria.) The 31st book in the Stephanie Plum           13       7 series. Caught between two fiancés and not knowing what to do, Plum gets back to business as a bounty hunter."
2025-01-19,"REMARKABLY BRIGHT CREATURES","Shelby Van Pelt","Ecco.","Fiction",15,NA,58,"15       REMARKABLY BRIGHT CREATURES, by Shelby Van Pelt. (Ecco.) A widow                         --       58 working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there. Hawes Publications                                                                                    www.hawes.com"
2025-01-19,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",1,7,41,"1      THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author of              7        41 “The Coddling of the American Mind” looks at the mental health impacts that a phone- based life has on children."
2025-01-19,"THE SERVICEBERRY","Robin Wall Kimmerer","Scribner.","Nonfiction",2,4,7,"2      THE SERVICEBERRY, by Robin Wall Kimmerer. (Scribner.) The author of “Braiding           4        7 Sweetgrass” illuminates how the gift economy in the natural world works and draws lessons for our economy; with illustrations by John Burgoyne."
2025-01-19,"CHER: THE MEMOIR, PART ONE","Cher","Dey Street.","Nonfiction",3,1,7,"3      CHER: THE MEMOIR, PART ONE, by Cher. (Dey Street.) In the first part of her             1        7 memoir, the multiple award-winning pop culture icon traces her childhood and forays into the world of entertainment."
2025-01-19,"REVENGE OF THE TIPPING POINT","Malcolm Gladwell","Little, Brown.","Nonfiction",4,6,14,"4      REVENGE OF THE TIPPING POINT, by Malcolm Gladwell. (Little, Brown.) Through a           6        14 series of stories, Gladwell explicates the causes of various kinds of epidemics."
2025-01-19,"BE READY WHEN THE LUCK HAPPENS","Ina Garten","Crown.","Nonfiction",5,3,14,"5      BE READY WHEN THE LUCK HAPPENS, by Ina Garten. (Crown.) A memoir by the                 3        14 cookbook author and Food Network host known as the Barefoot Contessa."
2025-01-19,"FRAMED","John Grisham and Jim McCloskey","Doubleday.","Nonfiction",6,2,12,"6      FRAMED, by John Grisham and Jim McCloskey. (Doubleday.) Our criminal justice            2        12 system viewed through the struggles of 10 wrongfully convicted people to achieve exoneration."
2025-01-19,"CONFRONTING THE PRESIDENTS","Bill O'Reilly and Martin Dugard","St. Martin's.","Nonfiction",7,10,17,"7      CONFRONTING THE PRESIDENTS, by Bill O'Reilly and Martin Dugard. (St.                    10       17 Martin's.) The conservative commentator evaluates the legacies of American presidents."
2025-01-19,"MELANIA","Melania Trump","Skyhorse.","Nonfiction",8,5,13,"8      MELANIA, by Melania Trump. (Skyhorse.) The former and future first lady describes       5        13 her work as a fashion model, marriage to Donald Trump and time in the White House."
2025-01-19,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",9,15,83,"9      OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific       15       83 research on aging and longevity."
2025-01-19,"THE DEMON OF UNREST","Erik Larson","Crown.","Nonfiction",10,12,27,"10      THE DEMON OF UNREST, by Erik Larson. (Crown.) The author of “The Splendid and           12       27 the Vile” portrays the months between the election of Abraham Lincoln and the beginning of the Civil War."
2025-01-19,"THE WIDE WIDE SEA","Hampton Sides","Doubleday.","Nonfiction",11,NA,7,"11      THE WIDE WIDE SEA, by Hampton Sides. (Doubleday.) The author of “On                     --       7 Desperate Ground” depicts Captain James Cook’s final voyage and the controversies surrounding its legacy."
2025-01-19,"FROM HERE TO THE GREAT UNKNOWN","Lisa Marie Presley and Riley Keough","Random House.","Nonfiction",12,9,13,"12      FROM HERE TO THE GREAT UNKNOWN, by Lisa Marie Presley and Riley Keough.                 9        13 (Random House.) Presley’s memoir, completed by her daughter, explores her relationships and challenges."
2025-01-19,"NEXUS","Yuval Noah Harari","Random House.","Nonfiction",13,13,11,"13      NEXUS, by Yuval Noah Harari. (Random House.) The author of “Sapiens” delves into        13       11 how societies and political systems have used information and gives a warning about artificial intelligence."
2025-01-19,"THE SMALL AND THE MIGHTY","Sharon McMahon","Thesis.","Nonfiction",14,8,10,"14      THE SMALL AND THE MIGHTY, by Sharon McMahon. (Thesis.) A former high school             8        10 government and law teacher profiles lesser-known Americans who made an impact."
2025-01-19,"THE MESSAGE","Ta-Nehisi Coates","One World.","Nonfiction",15,11,10,"15      THE MESSAGE, by Ta-Nehisi Coates. (One World.) The author of “Between the               11       10 World and Me” travels to three locations to uncover the dissonance between the realities on the ground and the narratives shaped about them. Hawes Publications                                                                                 www.hawes.com"
2025-01-26,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",1,2,62,"1       IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean                    2        62 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-01-26,"JAMES","Percival Everett","Doubleday.","Fiction",2,1,28,"2       JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of Huckleberry           1        28 Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-01-26,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",3,3,49,"3       THE WOMEN, by Kristin Hannah. (St. Martin's.) In 1965, a nursing student follows her           3        49 brother to serve during the Vietnam War and returns to a divided America."
2025-01-26,"FOUR RUINED REALMS","Mai Corland","Red Tower.","Fiction",4,NA,1,"4       FOUR RUINED REALMS, by Mai Corland. (Red Tower.) The second book in the Broken                 --       1 Blades series. Trust is tested in the pursuit of the Golden Ring of the Dragon Lord."
2025-01-26,"NEVER SAY NEVER","Danielle Steel","Delacorte.","Fiction",5,NA,1,"5       NEVER SAY NEVER, by Danielle Steel. (Delacorte.) A woman reeling from her                      --       1 husband’s infidelity and the loss of her job meets a well-known actor in the French countryside."
2025-01-26,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",6,4,26,"6       THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl                       4        26 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-01-26,"HOLMES IS MISSING","James Patterson and Brian Sitts","Little, Brown.","Fiction",7,NA,1,"7       HOLMES IS MISSING, by James Patterson and Brian Sitts. (Little, Brown.) The second             --       1 book in the Holmes, Margaret & Poe series. A series of child abductions perplexes the private investigators."
2025-01-26,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",8,6,11,"8       THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her luck                  6        11 forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-01-26,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",9,7,79,"9       FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by the                 7        79 commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-01-26,"INTERMEZZO","Sally Rooney","Farrar, Straus and Giroux.","Fiction",10,5,14,"10      INTERMEZZO, by Sally Rooney. (Farrar, Straus and Giroux.) After the passing of their           5        14 father, seemingly different brothers engage in relationships and seek ways to cope."
2025-01-26,"ALL THE COLORS OF THE DARK","Chris Whitaker","Crown.","Fiction",11,8,19,"11      ALL THE COLORS OF THE DARK, by Chris Whitaker. (Crown.) Questions arise when a                 8        19 boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975."
2025-01-26,"THE LIFE CYCLE OF THE COMMON OCTOPUS","Emma Knight","Pamela Dorman.","Fiction",12,NA,1,"12      THE LIFE CYCLE OF THE COMMON OCTOPUS, by Emma Knight. (Pamela Dorman.)                         --       1 A student at the University of Edinburgh falls in love and uncovers her divorced parents’ secret."
2025-01-26,"THE STOLEN QUEEN","Fiona Davis","Dutton.","Fiction",13,NA,1,"13      THE STOLEN QUEEN, by Fiona Davis. (Dutton.) When a valuable artifact goes missing              --       1 during the Met Gala in 1978, a curator must confront demons from her past in Egypt."
2025-01-26,"REMARKABLY BRIGHT CREATURES","Shelby Van Pelt","Ecco.","Fiction",14,15,59,"14      REMARKABLY BRIGHT CREATURES, by Shelby Van Pelt. (Ecco.) A widow working                       15       59 the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there."
2025-01-26,"COUNTING MIRACLES","Nicholas Sparks","Random House.","Fiction",15,10,16,"15      COUNTING MIRACLES, by Nicholas Sparks. (Random House.) A man in search of the                  10       16 father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer. Hawes Publications                                                                                      www.hawes.com"
2025-01-26,"THE HOUSE OF MY MOTHER","Shari Franke","Gallery.","Nonfiction",1,NA,1,"1       THE HOUSE OF MY MOTHER, by Shari Franke. (Gallery.) Franke gives an account            --       1 of abuse within her family who gained a following with their YouTube channel “8 Passengers.”"
2025-01-26,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",2,1,42,"2       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author of             1        42 “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-01-26,"THE SERVICEBERRY","Robin Wall Kimmerer","Scribner.","Nonfiction",3,2,8,"3       THE SERVICEBERRY, by Robin Wall Kimmerer. (Scribner.) The author of “Braiding          2        8 Sweetgrass” illuminates how the gift economy in the natural world works and draws lessons for our economy; with illustrations by John Burgoyne."
