"date","book_title","author","publisher","category","this_week_position","last_week_position","total_weeks","full_text"
2025-09-28,"SISTER WIFE","Christine Brown Woolley","Gallery.","Nonfiction",12,1,2,"12       SISTER WIFE, by Christine Brown Woolley. (Gallery.) Known for her appearances           1            2 on the reality TV series “Sister Wives,” Woolley chronicles how she moved away from polygamy."
2025-09-28,"THE FORT BRAGG CARTEL","Seth Harp","Viking.","Nonfiction",13,10,4,"13       THE FORT BRAGG CARTEL, by Seth Harp. (Viking.) An Iraq war veteran and                  10           4 investigative reporter delves into unsolved murders connected to drug trafficking at the Special Operations base."
2025-09-28,"AS A JEW","Sarah Hurwitz","HarperOne.","Nonfiction",14,NA,1,"14       AS A JEW, by Sarah Hurwitz. (HarperOne.) A former White House speechwriter              --           1 explores Jewish identity and antisemitism."
2025-09-28,"ABUNDANCE","Ezra Klein and Derek Thompson","Avid Reader.","Nonfiction",15,14,26,"15       ABUNDANCE, by Ezra Klein and Derek Thompson. (Avid Reader.) A New York                  14           26 Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress. Hawes Publications                                                                                       www.hawes.com"
2025-10-05,"THE SECRET OF SECRETS","Dan Brown","Doubleday.","Fiction",1,1,2,"1      THE SECRET OF SECRETS, by Dan Brown. (Doubleday.) As he searches for the                      1        2 missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-10-05,"THE ACADEMY","Elin Hilderbrand and Shelby Cunningham","Little, Brown.","Fiction",2,NA,1,"2      THE ACADEMY, by Elin Hilderbrand and Shelby Cunningham. (Little, Brown.) Harmful              --       1 rumors cause trouble for the students and staff at a New England boarding school."
2025-10-05,"THE LAST LETTER","Rebecca Yarros","Amara.","Fiction",3,NA,1,"3      THE LAST LETTER, by Rebecca Yarros. (Amara.) Ryan asks his friend Beckett to help             --       1 his sister, who is caring for her twin children in Telluride."
2025-10-05,"AMONG THE BURNING FLOWERS","Samantha Shannon","Bloomsbury.","Fiction",4,NA,1,"4      AMONG THE BURNING FLOWERS, by Samantha Shannon. (Bloomsbury.) In this                         --       1 installment of the Roots of Chaos series, Marosa Vetalda and her betrothed seek to give rise to a better world."
2025-10-05,"KATABASIS","RF Kuang","Harper Voyager.","Fiction",5,2,4,"5      KATABASIS, by R.F. Kuang. (Harper Voyager.) A pair of rival graduate students                 2        4 descend into the underworld to save their late professor and secure his recommendation."
2025-10-05,"ASSISTANT TO THE VILLAIN","Hannah Nicole Maehrer","Red Tower.","Fiction",6,NA,1,"6      ASSISTANT TO THE VILLAIN, by Hannah Nicole Maehrer. (Red Tower.) Evie Sage                    --       1 gets a job doing unspecified office duties for the most infamous villain in the kingdom of Rennedawn."
2025-10-05,"BUCKEYE","Patrick Ryan","Random House.","Fiction",7,6,3,"7      BUCKEYE, by Patrick Ryan. (Random House.) Consequences created by a secret                    6        3 forged between members of two families in a small Ohio town affect a new generation."
2025-10-05,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",8,15,35,"8      ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean                    15      35 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-10-05,"ATMOSPHERE","Taylor Jenkins Reid","Ballantine.","Fiction",9,8,16,"9      ATMOSPHERE, by Taylor Jenkins Reid. (Ballantine.) In the summer of 1980, Joan                 8       16 Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-10-05,"MY FRIENDS","Fredrik Backman","Atria.","Fiction",10,9,20,"10      MY FRIENDS, by Fredrik Backman. (Atria.) A young woman looks into the story behind            9       20 a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith."
2025-10-05,"BROKEN COUNTRY","Clare Leslie Hall","Simon & Schuster.","Fiction",11,13,26,"11      BROKEN COUNTRY, by Clare Leslie Hall. (Simon & Schuster.) Beth must confront her              13      26 past when the man she once loved as a teenager returns to the village with his son."
2025-10-05,"THE CORRESPONDENT","Virginia Evans","Crown.","Fiction",12,NA,1,"12      THE CORRESPONDENT, by Virginia Evans. (Crown.) Letters from someone she used                  --       1 to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive."
2025-10-05,"THE COLOR OF DEATH","Trey Gowdy with Christopher Greyson","Fox News.","Fiction",13,NA,3,"13      THE COLOR OF DEATH, by Trey Gowdy with Christopher Greyson. (Fox News.) After                 --       3 a tragedy strikes his family, an assistant district attorney investigates the murder of a young woman."
2025-10-05,"FRAMED IN DEATH","JD Robb","St. Martin's.","Fiction",14,3,3,"14      FRAMED IN DEATH, by J.D. Robb. (St. Martin's.) The 61st book of the In Death series.          3        3 Eve Dallas investigates the murder of a woman found in the doorway of two gallery owners' home."
2025-10-05,"QUICKSILVER","Callie Hart","Forever.","Fiction",15,14,5,"15      QUICKSILVER, by Callie Hart. (Forever.) Saeris is transported to a dangerous land of          14       5 ice and snow, where she must contend with a Fae warrior who has suspect agendas. Hawes Publications                                                                                     www.hawes.com"
2025-10-05,"POEMS & PRAYERS","Matthew McConaughey","Crown.","Nonfiction",1,NA,1,"1       POEMS & PRAYERS, by Matthew McConaughey. (Crown.) The actor and author                  --           1 of “Greenlights” explores elements of belief and reason that make up our lives."
2025-10-05,"CONFRONTING EVIL","Bill O'Reilly and Josh Hammer","St. Martin's.","Nonfiction",2,1,2,"2       CONFRONTING EVIL, by Bill O'Reilly and Josh Hammer. (St. Martin's.) O'Reilly            1            2 and Hammer profile some of history’s nefarious characters."
2025-10-05,"ALL THE WAY TO THE RIVER","Elizabeth Gilbert","Riverhead.","Nonfiction",3,2,2,"3       ALL THE WAY TO THE RIVER, by Elizabeth Gilbert. (Riverhead.) The author of              2            2 “Eat, Pray, Love” depicts her journey through a cycle involving self-destructive tendencies."
2025-10-05,"THE BOOK OF SHEEN","Charlie Sheen","Gallery.","Nonfiction",4,4,2,"4       THE BOOK OF SHEEN, by Charlie Sheen. (Gallery.) The actor, known for his                4            2 roles in “Platoon” and “Two and a Half Men,” shares stories about his life in Hollywood."
2025-10-05,"HISTORY MATTERS","David McCullough","Simon & Schuster.","Nonfiction",5,NA,1,"5       HISTORY MATTERS, by David McCullough. (Simon & Schuster.) A posthumous                  --           1 collection of essays by the Pulitzer Prize-winning author on history’s impact on our present and our future; edited by Dorie McCullough Lawson and Michael Hill."
2025-10-05,"WE THE PEOPLE","Jill Lepore","Liveright.","Nonfiction",6,NA,1,"6       WE THE PEOPLE, by Jill Lepore. (Liveright.) The author of “These Truths”                --           1 examines the history of the U.S. Constitution and challenges its interpretation by the Supreme Court and the theory of originalism."
2025-10-05,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",7,5,78,"7       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                 5            78 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-10-05,"IF ANYONE BUILDS IT, EVERYONE DIES","Eliezer Yudkowsky and Nate Soares","Little, Brown.","Nonfiction",8,NA,1,"8       IF ANYONE BUILDS IT, EVERYONE DIES, by Eliezer Yudkowsky and Nate                       --           1 Soares. (Little, Brown.) A warning regarding how machine superintelligence may bring about human extinction."
2025-10-05,"BLACK AF HISTORY","Michael Harriot","Dey Street.","Nonfiction",9,10,17,"9       BLACK AF HISTORY, by Michael Harriot. (Dey Street.) A columnist at                      10           17 TheGrio.com articulates moments in American history that center the perspectives and experiences of Black Americans."
2025-10-05,"WHY FASCISTS FEAR TEACHERS","Randi Weingarten","Thesis.","Nonfiction",10,NA,1,"10       WHY FASCISTS FEAR TEACHERS, by Randi Weingarten. (Thesis.) The                          --           1 president of the American Federation of Teachers explains why fascist regimes clamp down on educators and reinforces the importance of teaching critical thinking skills."
2025-10-05,"NIGHT PEOPLE","Mark Ronson","Grand Central.","Nonfiction",11,NA,1,"11       NIGHT PEOPLE, by Mark Ronson. (Grand Central.) The multiple award-winning               --           1 record producer recounts his time as a D.J. in New York in the 1990s."
2025-10-05,"DEAD CENTER","Joe Manchin","St. Martin's.","Nonfiction",12,NA,1,"12       DEAD CENTER, by Joe Manchin. (St. Martin's.) The former senator from West               --           1 Virginia recalls his time in government."
2025-10-05,"REPLACEABLE YOU","Mary Roach","Norton.","Nonfiction",13,NA,1,"13       REPLACEABLE YOU, by Mary Roach. (Norton.) The author of “Fuzz” looks at                 --           1 various efforts to create replacement human body parts."
2025-10-05,"LISTENING TO THE LAW","Amy Coney Barrett","Sentinel.","Nonfiction",14,3,2,"14       LISTENING TO THE LAW, by Amy Coney Barrett. (Sentinel.) The Supreme Court               3            2 justice explains her approach to interpreting the Constitution and recounts some personal and professional experiences."
2025-10-05,"ON POWER","Mark R Levin","Threshold Editions.","Nonfiction",15,NA,7,"15       ON POWER, by Mark R. Levin. (Threshold Editions.) The Fox News host                     --           7 considers various facets of power and its effect on history. Hawes Publications                                                                                       www.hawes.com"
2025-10-12,"ALCHEMISED","SenLinYu","Del Rey.","Fiction",1,NA,1,"1       ALCHEMISED, by SenLinYu. (Del Rey.) After the war, an imprisoned alchemist is        --           1 sent to a necromancer to recover her lost memories."
2025-10-12,"THE SECRET OF SECRETS","Dan Brown","Doubleday.","Fiction",2,1,3,"2       THE SECRET OF SECRETS, by Dan Brown. (Doubleday.) As he searches for the             1            3 missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-10-12,"TOURIST SEASON","Brynne Weaver","Slowburn.","Fiction",3,NA,1,"3       TOURIST SEASON, by Brynne Weaver. (Slowburn.) When a true crime                      --           1 investigator comes to Cape Carnage in search of a serial killer, a local gardener and a handsome tourist pause their deadly ways."
2025-10-12,"THE PRIMAL OF BLOOD AND BONE","Jennifer L Armentrout","Blue Box.","Fiction",4,NA,1,"4       THE PRIMAL OF BLOOD AND BONE, by Jennifer L. Armentrout. (Blue Box.) The             --           1 sixth book in the Blood and Ash series. The Blood Crown has fallen and the Primal of Death must be stopped."
2025-10-12,"ONE DARK WINDOW","Rachel Gillig","Orbit.","Fiction",5,NA,1,"5       ONE DARK WINDOW, by Rachel Gillig. (Orbit.) Elspeth Spindle and the                  --           1 treasonous nephew to the king seek to gather 12 Providence Cards before solstice."
2025-10-12,"TWO TWISTED CROWNS","Rachel Gillig","Orbit.","Fiction",6,NA,1,"6       TWO TWISTED CROWNS, by Rachel Gillig. (Orbit.) The second book in the                --           1 Shepherd King series. Elspeth and Ravyn go on a quest to save the kingdom."
2025-10-12,"THIS INEVITABLE RUIN","Matt Dinniman","Ace.","Fiction",7,NA,1,"7       THIS INEVITABLE RUIN, by Matt Dinniman. (Ace.) The seventh book in the               --           1 Dungeon Crawler Carl series. After becoming fully self-aware, the NPCs join the Faction Wars."
2025-10-12,"CIRCLE OF DAYS","Ken Follett","Grand Central.","Fiction",8,NA,1,"8       CIRCLE OF DAYS, by Ken Follett. (Grand Central.) A priestess envisions a great       --           1 stone circle put together by divided tribes, but drought and violence may impede its creation."
2025-10-12,"THE ACADEMY","Elin Hilderbrand and Shelby Cunningham","Little, Brown.","Fiction",9,2,2,"9       THE ACADEMY, by Elin Hilderbrand and Shelby Cunningham. (Little, Brown.)             2            2 Harmful rumors cause trouble for the students and staff at a New England boarding school."
2025-10-12,"ANATHEMA","Keri Lake","Bloom.","Fiction",10,NA,1,"10       ANATHEMA, by Keri Lake. (Bloom.) An assassin who dwells in Witch Knell is            --           1 obsessed with Maevyth Bronwick, whose blood might help to break his curse."
2025-10-12,"WHAT WE CAN KNOW","Ian McEwan","Knopf.","Fiction",11,NA,1,"11       WHAT WE CAN KNOW, by Ian McEwan. (Knopf.) In 2119, a scholar living in a             --           1 world of rising seas after a nuclear catastrophe seeks clues about a missing poem written in 2014."
2025-10-12,"THE LONELINESS OF SONIA AND SUNNY","Kiran Desai","Hogarth.","Fiction",12,NA,1,"12       THE LONELINESS OF SONIA AND SUNNY, by Kiran Desai. (Hogarth.) A novelist             --           1 and a journalist, whose grandparents once tried to arrange their union, go on a search for happiness together."
2025-10-12,"KATABASIS","RF Kuang","Harper Voyager.","Fiction",13,5,5,"13       KATABASIS, by R.F. Kuang. (Harper Voyager.) A pair of rival graduate students        5            5 descend into the underworld to save their late professor and secure his recommendation."
2025-10-12,"BUCKEYE","Patrick Ryan","Random House.","Fiction",14,7,4,"14       BUCKEYE, by Patrick Ryan. (Random House.) Consequences created by a secret           7            4 forged between members of two families in a small Ohio town affect a new generation."
2025-10-12,"WE LOVE YOU, BUNNY","Mona Awad","Marysue Rucci.","Fiction",15,NA,1,"15       WE LOVE YOU, BUNNY, by Mona Awad. (Marysue Rucci.) A debut novelist is               --           1 kidnapped by her former frenemies, who recount their dark adventures. Hawes Publications                                                                                    www.hawes.com"
2025-10-12,"107 DAYS","Kamala Harris","Simon & Schuster.","Nonfiction",1,NA,1,"1       107 DAYS, by Kamala Harris. (Simon & Schuster.) The former vice president               --           1 recounts her abbreviated campaign to become president in 2024."
2025-10-12,"POEMS & PRAYERS","Matthew McConaughey","Crown.","Nonfiction",2,1,2,"2       POEMS & PRAYERS, by Matthew McConaughey. (Crown.) The actor and author                  1            2 of “Greenlights” explores elements of belief and reason that make up our lives."
2025-10-12,"AWAKE","Jen Hatmaker","Avid Reader.","Nonfiction",3,NA,1,"3       AWAKE, by Jen Hatmaker. (Avid Reader.) The host of the ""For the Love"" podcast           --           1 describes major shifts in her life after her marriage of 26 years ended."
2025-10-12,"CONFRONTING EVIL","Bill O'Reilly and Josh Hammer","St. Martin's.","Nonfiction",4,2,3,"4       CONFRONTING EVIL, by Bill O'Reilly and Josh Hammer. (St. Martin's.) O'Reilly            2            3 and Hammer profile some of history’s nefarious characters."
2025-10-12,"SOFTLY, AS I LEAVE YOU","Priscilla Beaulieu Presley with Mary Jane Ross","Grand Central.","Nonfiction",5,NA,1,"5       SOFTLY, AS I LEAVE YOU, by Priscilla Beaulieu Presley with Mary Jane Ross.              --           1 (Grand Central.) Presley recounts her tribulations and search for identity after spending a decade with Elvis."
2025-10-12,"ALL THE WAY TO THE RIVER","Elizabeth Gilbert","Riverhead.","Nonfiction",6,3,3,"6       ALL THE WAY TO THE RIVER, by Elizabeth Gilbert. (Riverhead.) The author of              3            3 “Eat, Pray, Love” depicts her journey through a cycle involving self-destructive tendencies."
2025-10-12,"THE BOOK OF SHEEN","Charlie Sheen","Gallery.","Nonfiction",7,4,3,"7       THE BOOK OF SHEEN, by Charlie Sheen. (Gallery.) The actor, known for his                4            3 roles in “Platoon” and “Two and a Half Men,” shares stories about his life in Hollywood."
2025-10-12,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",8,7,79,"8       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                 7            79 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-10-12,"BLACK AF HISTORY","Michael Harriot","Dey Street.","Nonfiction",9,9,18,"9       BLACK AF HISTORY, by Michael Harriot. (Dey Street.) A columnist at                      9            18 TheGrio.com articulates moments in American history that center the perspectives and experiences of Black Americans."
2025-10-12,"HISTORY MATTERS","David McCullough","Simon & Schuster.","Nonfiction",10,5,2,"10       HISTORY MATTERS, by David McCullough. (Simon & Schuster.) A posthumous                  5            2 collection of essays by the Pulitzer Prize-winning author on history’s impact on our present and our future; edited by Dorie McCullough Lawson and Michael Hill."
2025-10-12,"AGAINST THE MACHINE","Paul Kingsnorth","Thesis.","Nonfiction",11,NA,1,"11       AGAINST THE MACHINE, by Paul Kingsnorth. (Thesis.) A warning about the                  --           1 potential ramifications of the technological-cultural matrix and suggestions on ways to push back."
2025-10-12,"WHEN EVERYONE KNOWS THAT EVERYONE KNOWS ...","Steven Pinker","Scribner.","Nonfiction",12,NA,1,"12       WHEN EVERYONE KNOWS THAT EVERYONE KNOWS ..., by Steven Pinker.                          --           1 (Scribner.) The cognitive scientist and author of “Rationality” considers aspects of common knowledge."
2025-10-12,"SUCCESSFUL FAILURE","Kevin Fredericks","Convergent.","Nonfiction",13,NA,1,"13       SUCCESSFUL FAILURE, by Kevin Fredericks. (Convergent.) The N.A.A.C.P.                   --           1 Image Award–winning comedian describes setbacks and moments of embarrassment he encountered."
2025-10-12,"STORIES FROM A STRANGER","Hunter Prosper","Simon Element.","Nonfiction",14,NA,1,"14       STORIES FROM A STRANGER, by Hunter Prosper. (Simon Element.) An I.C.U.                  --           1 nurse brings together revealing stories told by an assortment of people."
2025-10-12,"WE THE PEOPLE","Jill Lepore","Liveright.","Nonfiction",15,6,2,"15       WE THE PEOPLE, by Jill Lepore. (Liveright.) The author of “These Truths”                6            2 examines the history of the U.S. Constitution and challenges its interpretation by the Supreme Court and the theory of originalism. Hawes Publications                                                                                       www.hawes.com"
2025-10-19,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",1,NA,80,"1       IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean                 --        80 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-10-19,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",2,NA,95,"2       FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by the              --        95 commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-10-19,"ALCHEMISED","SenLinYu","Del Rey.","Fiction",3,1,2,"3       ALCHEMISED, by SenLinYu. (Del Rey.) After the war, an imprisoned alchemist is               1         2 sent to a necromancer to recover her lost memories."
2025-10-19,"THE SECRET OF SECRETS","Dan Brown","Doubleday.","Fiction",4,2,4,"4       THE SECRET OF SECRETS, by Dan Brown. (Doubleday.) As he searches for the                    2         4 missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-10-19,"THE IMPOSSIBLE FORTUNE","Richard Osman","Pamela Dorman.","Fiction",5,NA,1,"5       THE IMPOSSIBLE FORTUNE, by Richard Osman. (Pamela Dorman.) The fifth book                   --        1 in the Thursday Murder Club series. The gang look into the disappearance of a guest Elizabeth met at a wedding."
2025-10-19,"VINCE FLYNN: DENIED ACCESS","Don Bentley","Atria/Emily Bestler.","Fiction",6,NA,1,"6       VINCE FLYNN: DENIED ACCESS, by Don Bentley. (Atria/Emily Bestler.) The 24th                 --        1 book in the Mitch Rapp series. Rapp, now an assassin in the Orion program, must counter threats to his girlfriend and the C.I.A."
2025-10-19,"THE ACADEMY","Elin Hilderbrand and Shelby Cunningham","Little, Brown.","Fiction",7,9,3,"7       THE ACADEMY, by Elin Hilderbrand and Shelby Cunningham. (Little, Brown.)                    9         3 Harmful rumors cause trouble for the students and staff at a New England boarding school."
2025-10-19,"THE PORTRAIT","Danielle Steel","Delacorte.","Fiction",8,NA,1,"8       THE PORTRAIT, by Danielle Steel. (Delacorte.) Unfulfilled longing is released               --        1 between an entrepreneur stuck in a loveless marriage and a widowed portrait artist."
2025-10-19,"TOURIST SEASON","Brynne Weaver","Slowburn.","Fiction",9,3,2,"9       TOURIST SEASON, by Brynne Weaver. (Slowburn.) When a true crime investigator                3         2 comes to Cape Carnage in search of a serial killer, a local gardener and a handsome tourist pause their deadly ways."
2025-10-19,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",10,NA,36,"10       ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean                  --        36 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-10-19,"CIRCLE OF DAYS","Ken Follett","Grand Central.","Fiction",11,8,2,"11       CIRCLE OF DAYS, by Ken Follett. (Grand Central.) A priestess envisions a great              8         2 stone circle put together by divided tribes, but drought and violence may impede its creation."
2025-10-19,"WHAT STALKS THE DEEP","T Kingfisher","Tor Nightfire.","Fiction",12,NA,1,"12       WHAT STALKS THE DEEP, by T. Kingfisher. (Tor Nightfire.) The third book in the              --        1 Sworn Soldier series. An old friend asks Alex Easton to search for his lost cousin."
2025-10-19,"CROSSROADS OF RAVENS","Andrzej Sapkowski","Orbit.","Fiction",13,NA,1,"13       CROSSROADS OF RAVENS, by Andrzej Sapkowski. (Orbit.) The ninth book in the                  --        1 Witcher series. Geralt of Rivia is mentored by a grizzled witcher; translated by David French."
2025-10-19,"HEART THE LOVER","Lily King","Grove.","Fiction",14,NA,1,"14       HEART THE LOVER, by Lily King. (Grove.) Decades after getting caught up in a love           --        1 triangle, a woman examines choices she once made."
2025-10-19,"WIDOW'S POINT","Richard Chizmar and WH Chizmar","Gallery.","Fiction",15,NA,1,"15       WIDOW'S POINT, by Richard Chizmar and W.H. Chizmar. (Gallery.) A lighthouse                 --        1 that is said to be cursed or haunted appears to cut visitors off from the outside world. Hawes Publications                                                                                     www.hawes.com"
2025-10-19,"107 DAYS","Kamala Harris","Simon & Schuster.","Nonfiction",1,1,2,"1       107 DAYS, by Kamala Harris. (Simon & Schuster.) The former vice president               1            2 recounts her abbreviated campaign to become president in 2024."
2025-10-19,"POEMS & PRAYERS","Matthew McConaughey","Crown.","Nonfiction",2,2,3,"2       POEMS & PRAYERS, by Matthew McConaughey. (Crown.) The actor and author                  2            3 of “Greenlights” explores elements of belief and reason that make up our lives."
2025-10-19,"TRULY","Lionel Richie","HarperOne.","Nonfiction",3,NA,1,"3       TRULY, by Lionel Richie. (HarperOne.) The multiple award-winning musician               --           1 shares moments from his early years, his time with the Commodores and other professional highlights."
2025-10-19,"BORN LUCKY","Leland Vittert with Don Yaeger","Harper Horizon.","Nonfiction",4,NA,1,"4       BORN LUCKY, by Leland Vittert with Don Yaeger. (Harper Horizon.) The                    --           1 NewsNation host describes how his father helped him navigate living with autism."
2025-10-19,"CONFRONTING EVIL","Bill O'Reilly and Josh Hammer","St. Martin's.","Nonfiction",5,4,4,"5       CONFRONTING EVIL, by Bill O'Reilly and Josh Hammer. (St. Martin's.) O'Reilly            4            4 and Hammer profile some of history’s nefarious characters."
2025-10-19,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",6,8,80,"6       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                 8            80 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-10-19,"AWAKE","Jen Hatmaker","Avid Reader.","Nonfiction",7,3,2,"7       AWAKE, by Jen Hatmaker. (Avid Reader.) The host of the ""For the Love"" podcast           3            2 describes major shifts in her life after her marriage of 26 years ended."
2025-10-19,"THE BOOK OF SHEEN","Charlie Sheen","Gallery.","Nonfiction",8,7,4,"8       THE BOOK OF SHEEN, by Charlie Sheen. (Gallery.) The actor, known for his                7            4 roles in “Platoon” and “Two and a Half Men,” shares stories about his life in Hollywood."
2025-10-19,"ALL THE WAY TO THE RIVER","Elizabeth Gilbert","Riverhead.","Nonfiction",9,6,4,"9       ALL THE WAY TO THE RIVER, by Elizabeth Gilbert. (Riverhead.) The author of              6            4 “Eat, Pray, Love” depicts her journey through a cycle involving self-destructive tendencies."
2025-10-19,"WE THE PEOPLE","Jill Lepore","Liveright.","Nonfiction",10,15,3,"10       WE THE PEOPLE, by Jill Lepore. (Liveright.) The author of “These Truths”                15           3 examines the history of the U.S. Constitution and challenges its interpretation by the Supreme Court and the theory of originalism."
2025-10-19,"HISTORY MATTERS","David McCullough","Simon & Schuster.","Nonfiction",11,10,3,"11       HISTORY MATTERS, by David McCullough. (Simon & Schuster.) A posthumous                  10           3 collection of essays by the Pulitzer Prize-winning author on history’s impact on our present and our future; edited by Dorie McCullough Lawson and Michael Hill."
2025-10-19,"NEVER STOP","Dan Hurley and Ian O'Connor","Avid Reader.","Nonfiction",12,NA,1,"12       NEVER STOP, by Dan Hurley and Ian O'Connor. (Avid Reader.) The head coach               --           1 of the UConn Huskies details facets of leadership through his own experiences."
2025-10-19,"BLACK AF HISTORY","Michael Harriot","Dey Street.","Nonfiction",13,9,19,"13       BLACK AF HISTORY, by Michael Harriot. (Dey Street.) A columnist at                      9            19 TheGrio.com articulates moments in American history that center the perspectives and experiences of Black Americans."
2025-10-19,"CHASING EVIL","John Edward and Robert Hilland with Natasha Stoynoff","St. Martin’s Essentials.","Nonfiction",14,NA,2,"14       CHASING EVIL, by John Edward and Robert Hilland with Natasha Stoynoff. (St.             --           2 Martin’s Essentials.) A psychic medium and a former F.B.I. agent portray their partnership."
2025-10-19,"SOFTLY, AS I LEAVE YOU","Priscilla Beaulieu Presley with Mary Jane Ross","Grand Central.","Nonfiction",15,5,2,"15       SOFTLY, AS I LEAVE YOU, by Priscilla Beaulieu Presley with Mary Jane Ross.              5            2 (Grand Central.) Presley recounts her tribulations and search for identity after spending a decade with Elvis. Hawes Publications                                                                                       www.hawes.com"
2025-10-26,"THE INTRUDER","Freida McFadden","Poisoned Pen.","Fiction",1,NA,1,"1       THE INTRUDER, by Freida McFadden. (Poisoned Pen.) During a rough storm,                  --       1 Casey puts herself in danger when she lets a girl, who is covered in blood, into her cabin."
2025-10-26,"THE SECRET OF SECRETS","Dan Brown","Doubleday.","Fiction",2,4,5,"2       THE SECRET OF SECRETS, by Dan Brown. (Doubleday.) As he searches for the                 4        5 missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-10-26,"CRY HAVOC","Jack Carr","Atria/Emily Bestler.","Fiction",3,NA,1,"3       CRY HAVOC, by Jack Carr. (Atria/Emily Bestler.) During a time of war and civil           --       1 unrest in 1968, the Navy SEAL Tom Reece is given an unofficial and dangerous mission."
2025-10-26,"TWICE","Mitch Albom","Harper.","Fiction",4,NA,1,"4       TWICE, by Mitch Albom. (Harper.) Alfie Logan, who was gifted with the ability to live    --       1 any moment a second time but must accept the outcomes, makes a risky love decision."
2025-10-26,"ALCHEMISED","SenLinYu","Del Rey.","Fiction",5,3,3,"5       ALCHEMISED, by SenLinYu. (Del Rey.) After the war, an imprisoned alchemist is            3        3 sent to a necromancer to recover her lost memories."
2025-10-26,"ALCHEMY OF SECRETS","Stephanie Garber","Flatiron.","Fiction",6,NA,1,"6       ALCHEMY OF SECRETS, by Stephanie Garber. (Flatiron.) Holland St. James must              --       1 retrieve an ancient object called the Alchemical Heart by midnight tomorrow or perish."
2025-10-26,"SHADOW TICKET","Thomas Pynchon","Penguin Press.","Fiction",7,NA,1,"7       SHADOW TICKET, by Thomas Pynchon. (Penguin Press.) In 1932, the private eye              --       1 Hicks McTaggart encounters a hodgepodge of characters as he pursues the heiress of a Wisconsin cheese fortune."
2025-10-26,"FOR WHOM THE BELLE TOLLS","Jaysea Lynn","Saga.","Fiction",8,NA,1,"8       FOR WHOM THE BELLE TOLLS, by Jaysea Lynn. (Saga.) Lily gets a job assigning              --       1 people to appropriate circles and becomes attracted to a demon general in Hell."
2025-10-26,"MY BELOVED","Jan Karon","Putnam.","Fiction",9,NA,1,"9       MY BELOVED, by Jan Karon. (Putnam.) The 15th book in the Mitford series. As              --       1 Christmas approaches, love and heartbreak are felt by people around town."
2025-10-26,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",10,2,96,"10       FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by the           2        96 commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-10-26,"SHARP FORCE","Patricia Cornwell","Grand Central.","Fiction",11,NA,1,"11       SHARP FORCE, by Patricia Cornwell. (Grand Central.) The 29th book in the Kay             --       1 Scarpetta series. A serial killer known as the Phantom Slasher invades homes in Northern Virginia."
2025-10-26,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",12,1,81,"12       IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean              1        81 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-10-26,"THE ACADEMY","Elin Hilderbrand and Shelby Cunningham","Little, Brown.","Fiction",13,7,4,"13       THE ACADEMY, by Elin Hilderbrand and Shelby Cunningham. (Little, Brown.)                 7        4 Harmful rumors cause trouble for the students and staff at a New England boarding school."
